query,rank,score,date,week_id,chunk_index,text_len,top_k_days,top_k_chunks,chunk_size,overlap,source_day_md,text,config_id,text_preview,label,comment
Когда я обычно болею?,5,0.8064616,2026-05-31,2026-W23,1,585,5,5,600,100,data/processed/days_md/2026-05-31.md,"едь действительно, всё же просто: отдыхай, делай, что
хочешь. А я забил себе голову планами и мутными идеалами
времяпрепровождения с друзьями. Так, в погоне за идеалом
мы теряем счастье, а значит, нужно уметь радоваться
моменту, тому, что есть у тебя сейчас и не надумывать себе.
Это вообще очень важная для меня мысль.
Мы подарили шашлыки, посмотрели аниме, побесились и
продолжили нашу традицию с записью летнего обращения
нашим друзьям.
Было реально весело. Особенно, когда я понял, что нужно
просто кайфовать, а не искать идеал.
Здоровья, здоровья, здоровья и силы в момент выбора!",k5_c600,"едь действительно, всё же просто: отдыхай, делай, что хочешь. А я забил себе голову планами и мутными идеалами времяпрепровождения с друзьями. Так, в погоне за идеалом мы теряем счастье, а значит, нужно уметь радоваться моменту, тому, что есть у тебя сейчас и не надумывать себе. Это вообще очень важная для меня мысль. Мы подарили шашлыки, посмотрел...",0,
Когда я обычно болею?,1,0.81749177,2026-04-23,2026-W17,0,799,7,7,800,150,data/processed/days_md/2026-04-23.md,"му, что я забил
Как книга? Смак. Очень интересный том. Читал взахлёб.
Решения персонажей, из рост и падение - всё это мне
интересно.
Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил
дать себе возможность поспать по дольше. В итоге,
проснулся ещё раз в 9:14. Интересно, столько времени
требуется моему организму для восстановления сил или я
просто дрыз по приколу?
Поел, помылся и уже было собирался садиться за алгоритмы,
но задумался: я столько этой хуйнёй занимаюсь, а
результаты не совсем хорошие. Я ошибаюсь в задачах,
которые уже решал, думая над ними по полчаса. Может,
иногда это даже приносит мне удовольствие, однако я
понимаю, что этот труд не приближает меня к цели, к
прохождению собеседования. Всё равно я буду использовать

оверлец, чтобы перестраховаться, ведь подкинуть мне",k7_c800,"му, что я забил Как книга? Смак. Очень интересный том. Читал взахлёб. Решения персонажей, из рост и падение - всё это мне интересно. Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил дать себе возможность поспать по дольше. В итоге, проснулся ещё раз в 9:14. Интересно, столько времени требуется моему организму для восстановления сил или я...",1,
Когда я обычно болею?,2,0.81733966,2026-05-31,2026-W23,1,435,7,7,800,150,data/processed/days_md/2026-05-31.md,"погоне за идеалом
мы теряем счастье, а значит, нужно уметь радоваться
моменту, тому, что есть у тебя сейчас и не надумывать себе.
Это вообще очень важная для меня мысль.
Мы подарили шашлыки, посмотрели аниме, побесились и
продолжили нашу традицию с записью летнего обращения
нашим друзьям.
Было реально весело. Особенно, когда я понял, что нужно
просто кайфовать, а не искать идеал.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"погоне за идеалом мы теряем счастье, а значит, нужно уметь радоваться моменту, тому, что есть у тебя сейчас и не надумывать себе. Это вообще очень важная для меня мысль. Мы подарили шашлыки, посмотрели аниме, побесились и продолжили нашу традицию с записью летнего обращения нашим друзьям. Было реально весело. Особенно, когда я понял, что нужно прос...",0,
Когда я обычно болею?,3,0.817239,2026-06-03,2026-W23,0,800,7,7,800,150,data/processed/days_md/2026-06-03.md,"Как книга? Чувствую, история может скоро закончится...
Утром встал, поел и поехал таскать коробки.
По дороге организовывал свой др: создал группу,
познакомил всех и т.п.
На работе таскал коробки. Миша чего-то сильно душнил:
постоянно меня подначивал тем, что на стажировки не
прохожу и шутливо меня обижал. Я не до конца его понимаю.
Вот вроде он нормальный парень, а общаться как будто не
совсем умеет. Неужели незаметно, что мне неприятно.
Походу, надо сразу говорить таким людям, что мне
неприятно это слышать и лучше бы им перестать.
На дорогу до работы и от нее я потратил где-то часа 4 или
немного больше. В дороге нормально заниматься не
получается, а на работе плохой инет. И вот как мне сегодня
нужно было к ds готовиться?

Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их
там на",k7_c800,"Как книга? Чувствую, история может скоро закончится... Утром встал, поел и поехал таскать коробки. По дороге организовывал свой др: создал группу, познакомил всех и т.п. На работе таскал коробки. Миша чего-то сильно душнил: постоянно меня подначивал тем, что на стажировки не прохожу и шутливо меня обижал. Я не до конца его понимаю. Вот вроде он нор...",0,
Когда я обычно болею?,4,0.8166797,2026-05-08,2026-W19,0,800,7,7,800,150,data/processed/days_md/2026-05-08.md,"Сегодня дослушал пикник на обочине. Не хочу
писать большое ревью, но произведение мне очень
понравилось, если бы не мои заходы по 30 минут, то я бы
точно прослушал книгу за неделю.
Как я уже говорил, мне очень понравились персонажи и
реалистичность мира.
Утром встал пораньше, поел и поехал в уник. Пришлось
постоять.  В элке я повторял КВ вопросы. А на паре просто
загрузил уже сделанную лабу. Проблема вот в чем: утром у
меня сильно играло очко, хотя я и понимал, что я готов к
лабораторной, что нечего тут бояться и так далее. Но
организм меня не слушает. Почему? Почему я так хилый?
Переживаю по всяким пустякам, напрягаю себя, стрессую?
Что мне делать, чтобы избежать этого? Может, нужно
лечиться?

Ещё показал сайт ддх, а потом ушел. Осталось только
каталог вынести за авторизацию и всё будет о",k7_c800,"Сегодня дослушал пикник на обочине. Не хочу писать большое ревью, но произведение мне очень понравилось, если бы не мои заходы по 30 минут, то я бы точно прослушал книгу за неделю. Как я уже говорил, мне очень понравились персонажи и реалистичность мира. Утром встал пораньше, поел и поехал в уник. Пришлось постоять. В элке я повторял КВ вопросы. А...",2,
Когда я обычно болею?,5,0.8142786,2026-04-25,2026-W17,1,724,7,7,800,150,data/processed/days_md/2026-04-25.md,"таки не понял меня, видно, сам особо не думал.

Поужинал роллами в Милане - было очень вкусно, они
положили много лосося + я вроде как нормально ел
палочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"таки не понял меня, видно, сам особо не думал. Поужинал роллами в Милане - было очень вкусно, они положили много лосося + я вроде как нормально ел палочками. А уже дома я снова ничего особо важного не делал. Замечаю за собой, что я до ужаса не хочу напрягаться, думать и вообще делать что-то, если меня попросят. Видно, голова тотально перегрелась. П...",1,
Когда я обычно болею?,6,0.8122598,2026-05-31,2026-W23,0,800,7,7,800,150,data/processed/days_md/2026-05-31.md,"ожности почитать новеллу.
Утром встал в 9, пока все спали, покушал и пошел смотреть
шортсы. Ну а мне просто нечего больше делать было, мне
ведь нельзя читать новые истории.
Когда все встали, мы поехали кататься на машине. Хорошо
погуляли, нас обгладали комары рядом с озером.
В дороге я старался разобраться с тем, что мы будем делать
дальше: Карась выглядел грустным, уставшим, а Илья
страдал хернёй - и я тоже особого веселья не ощущал. Но
Дима сказал важную мысль: ""Я просто хочу отдохнуть "". И

ведь действительно, всё же просто: отдыхай, делай, что
хочешь. А я забил себе голову планами и мутными идеалами
времяпрепровождения с друзьями. Так, в погоне за идеалом
мы теряем счастье, а значит, нужно уметь радоваться
моменту, тому, что есть у тебя сейчас и не надумывать себе.
Это вообще очень важ",k7_c800,"ожности почитать новеллу. Утром встал в 9, пока все спали, покушал и пошел смотреть шортсы. Ну а мне просто нечего больше делать было, мне ведь нельзя читать новые истории. Когда все встали, мы поехали кататься на машине. Хорошо погуляли, нас обгладали комары рядом с озером. В дороге я старался разобраться с тем, что мы будем делать дальше: Карась...",0,
Когда я обычно болею?,7,0.81164944,2026-06-03,2026-W23,1,471,7,7,800,150,data/processed/days_md/2026-06-03.md,"ается, а на работе плохой инет. И вот как мне сегодня
нужно было к ds готовиться?

Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их
там намного больше. Думаю, завтра-послезавтра доотвечаю
Я дома просто овощи уже был: болит голова и прям нихрена
делать не хочется. И это ещё у меня простая работа.
Я хз короче, вроде чувствую какую-то слабость в себе, хот с
другой стороны понимаю, что в этом нет моей вины.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c800,"ается, а на работе плохой инет. И вот как мне сегодня нужно было к ds готовиться? Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их там намного больше. Думаю, завтра-послезавтра доотвечаю Я дома просто овощи уже был: болит голова и прям нихрена делать не хочется. И это ещё у меня простая работа. Я хз короче, вроде чувствую какую-то слабо...",2,
Когда я обычно болею?,1,0.8246991,2026-06-03,2026-W23,1,823,7,7,500,100,data/processed/days_md/2026-06-03.md,"ет. Неужели незаметно, что мне неприятно.
Походу, надо сразу говорить таким людям, что мне
неприятно это слышать и лучше бы им перестать.
На дорогу до работы и от нее я потратил где-то часа 4 или
немного больше. В дороге нормально заниматься не
получается, а на работе плохой инет. И вот как мне сегодня
нужно было к ds готовиться?

Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их
там намного больше. Думаю, завтра-послезавтра доотвечаю
Я дома просто овощи уже был: болит голова и прям н

много больше. Думаю, завтра-послезавтра доотвечаю
Я дома просто овощи уже был: болит голова и прям нихрена
делать не хочется. И это ещё у меня простая работа.
Я хз короче, вроде чувствую какую-то слабость в себе, хот с
другой стороны понимаю, что в этом нет моей вины.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"ет. Неужели незаметно, что мне неприятно. Походу, надо сразу говорить таким людям, что мне неприятно это слышать и лучше бы им перестать. На дорогу до работы и от нее я потратил где-то часа 4 или немного больше. В дороге нормально заниматься не получается, а на работе плохой инет. И вот как мне сегодня нужно было к ds готовиться? Но я всё равно отв...",2,
Когда я обычно болею?,2,0.8196216,2026-05-08,2026-W19,1,500,7,7,500,100,data/processed/days_md/2026-05-08.md,"ема вот в чем: утром у
меня сильно играло очко, хотя я и понимал, что я готов к
лабораторной, что нечего тут бояться и так далее. Но
организм меня не слушает. Почему? Почему я так хилый?
Переживаю по всяким пустякам, напрягаю себя, стрессую?
Что мне делать, чтобы избежать этого? Может, нужно
лечиться?

Ещё показал сайт ддх, а потом ушел. Осталось только
каталог вынести за авторизацию и всё будет отлично.
Дома просто балдел: поиграл в ведьмака, посмотрел
видосики, почитал манхву.
А уже вечером ре",k7_c500,"ема вот в чем: утром у меня сильно играло очко, хотя я и понимал, что я готов к лабораторной, что нечего тут бояться и так далее. Но организм меня не слушает. Почему? Почему я так хилый? Переживаю по всяким пустякам, напрягаю себя, стрессую? Что мне делать, чтобы избежать этого? Может, нужно лечиться? Ещё показал сайт ддх, а потом ушел. Осталось то...",2,
Когда я обычно болею?,3,0.8175447,2026-04-25,2026-W17,2,677,7,7,500,100,data/processed/days_md/2026-04-25.md,"алочками.
А уже дома я снова ничего особо важного не делал.
Замечаю за собой, что я до ужаса не хочу напрягаться,
думать и вообще делать что-то, если меня попросят.
Видно, голова тотально перегрелась.
После собеса буду отдыхать. Хотя кого я обманываю?
До собеса я тоже не напряжно учусь, но просто устаю, когда
думаю о собесе. Блять, как же это бесит.
Может, я слишком на них сконцентрировался и стоит просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебыв

т просто
идти вглубь? Делать то, что мне нравится и развиваться в
этом, а не распыляться и не въебывться в эти стажировки?
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"алочками. А уже дома я снова ничего особо важного не делал. Замечаю за собой, что я до ужаса не хочу напрягаться, думать и вообще делать что-то, если меня попросят. Видно, голова тотально перегрелась. После собеса буду отдыхать. Хотя кого я обманываю? До собеса я тоже не напряжно учусь, но просто устаю, когда думаю о собесе. Блять, как же это бесит...",1,
Когда я обычно болею?,4,0.8138346,2026-06-03,2026-W23,0,500,7,7,500,100,data/processed/days_md/2026-06-03.md,"Как книга? Чувствую, история может скоро закончится...
Утром встал, поел и поехал таскать коробки.
По дороге организовывал свой др: создал группу,
познакомил всех и т.п.
На работе таскал коробки. Миша чего-то сильно душнил:
постоянно меня подначивал тем, что на стажировки не
прохожу и шутливо меня обижал. Я не до конца его понимаю.
Вот вроде он нормальный парень, а общаться как будто не
совсем умеет. Неужели незаметно, что мне неприятно.
Походу, надо сразу говорить таким людям, что мне
неприятно",k7_c500,"Как книга? Чувствую, история может скоро закончится... Утром встал, поел и поехал таскать коробки. По дороге организовывал свой др: создал группу, познакомил всех и т.п. На работе таскал коробки. Миша чего-то сильно душнил: постоянно меня подначивал тем, что на стажировки не прохожу и шутливо меня обижал. Я не до конца его понимаю. Вот вроде он нор...",0,
Когда я обычно болею?,5,0.8111442,2026-05-12,2026-W20,1,727,7,7,500,100,data/processed/days_md/2026-05-12.md,"омат.
Отличным решением было выйти на устный опрос. Нами
повезло и нас по-быстрому спросили и ещё даже похвалили.
Однако после этого появились какие-то непонятки по
матстату, не совсем ясно, что с автоматом.
И это заставило меня тильтануть как-то, ведь я надеялся на
то, что на этом с моими страданиями покончено.

Но нет, я, уже настроивщийся на отдых, вновь стрессую из-за
близкого пиздеца.
И весь остальной день у меня болела голова и по сути я
ничего не делал . Просто читал манхву и отдыхал.
Веч

остальной день у меня болела голова и по сути я
ничего не делал . Просто читал манхву и отдыхал.
Вечером созвонился с Андреем , чтобы составить план да и
всё.
Немного овощ.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"омат. Отличным решением было выйти на устный опрос. Нами повезло и нас по-быстрому спросили и ещё даже похвалили. Однако после этого появились какие-то непонятки по матстату, не совсем ясно, что с автоматом. И это заставило меня тильтануть как-то, ведь я надеялся на то, что на этом с моими страданиями покончено. Но нет, я, уже настроивщийся на отды...",2,
Когда я обычно болею?,6,0.8101814,2026-04-23,2026-W17,0,500,7,7,500,100,data/processed/days_md/2026-04-23.md,"му, что я забил
Как книга? Смак. Очень интересный том. Читал взахлёб.
Решения персонажей, из рост и падение - всё это мне
интересно.
Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил
дать себе возможность поспать по дольше. В итоге,
проснулся ещё раз в 9:14. Интересно, столько времени
требуется моему организму для восстановления сил или я
просто дрыз по приколу?
Поел, помылся и уже было собирался садиться за алгоритмы,
но задумался: я столько этой хуйнёй занимаюсь, а
результаты не совсе",k7_c500,"му, что я забил Как книга? Смак. Очень интересный том. Читал взахлёб. Решения персонажей, из рост и падение - всё это мне интересно. Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил дать себе возможность поспать по дольше. В итоге, проснулся ещё раз в 9:14. Интересно, столько времени требуется моему организму для восстановления сил или я...",1,
Когда я обычно болею?,7,0.80940175,2026-05-31,2026-W23,1,786,7,7,500,100,data/processed/days_md/2026-05-31.md,"- и я тоже особого веселья не ощущал. Но
Дима сказал важную мысль: ""Я просто хочу отдохнуть "". И

ведь действительно, всё же просто: отдыхай, делай, что
хочешь. А я забил себе голову планами и мутными идеалами
времяпрепровождения с друзьями. Так, в погоне за идеалом
мы теряем счастье, а значит, нужно уметь радоваться
моменту, тому, что есть у тебя сейчас и не надумывать себе.
Это вообще очень важная для меня мысль.
Мы подарили шашлыки, посмотрели аниме, побесились и
продолжили нашу традицию с з

ная для меня мысль.
Мы подарили шашлыки, посмотрели аниме, побесились и
продолжили нашу традицию с записью летнего обращения
нашим друзьям.
Было реально весело. Особенно, когда я понял, что нужно
просто кайфовать, а не искать идеал.
Здоровья, здоровья, здоровья и силы в момент выбора!",k7_c500,"- и я тоже особого веселья не ощущал. Но Дима сказал важную мысль: ""Я просто хочу отдохнуть "". И ведь действительно, всё же просто: отдыхай, делай, что хочешь. А я забил себе голову планами и мутными идеалами времяпрепровождения с друзьями. Так, в погоне за идеалом мы теряем счастье, а значит, нужно уметь радоваться моменту, тому, что есть у тебя с...",0,
Когда я обычно болею?,1,0.82042843,2026-05-08,2026-W19,1,808,12,12,600,100,data/processed/days_md/2026-05-08.md,"чего тут бояться и так далее. Но
организм меня не слушает. Почему? Почему я так хилый?
Переживаю по всяким пустякам, напрягаю себя, стрессую?
Что мне делать, чтобы избежать этого? Может, нужно
лечиться?

Ещё показал сайт ддх, а потом ушел. Осталось только
каталог вынести за авторизацию и всё будет отлично.
Дома просто балдел: поиграл в ведьмака, посмотрел
видосики, почитал манхву.
А уже вечером решил посмотреть фильм про Харухи
судзумию. Пока что просмотрел только половину фильма, но
мне уже всё нравится: и рисовка, и озвучка и сюжет - всё
такое крутое.
Заметил, что раньше в аниме было больше

нравится: и рисовка, и озвучка и сюжет - всё
такое крутое.
Заметил, что раньше в аниме было больше немых сцен -
прикольно.
И сейчас мне нужно лечь спать.
Здоровья, здоровья , здоровья и силы в момент выбора!",k12_c600,"чего тут бояться и так далее. Но организм меня не слушает. Почему? Почему я так хилый? Переживаю по всяким пустякам, напрягаю себя, стрессую? Что мне делать, чтобы избежать этого? Может, нужно лечиться? Ещё показал сайт ддх, а потом ушел. Осталось только каталог вынести за авторизацию и всё будет отлично. Дома просто балдел: поиграл в ведьмака, пос...",2,
Когда я обычно болею?,2,0.81993794,2026-06-03,2026-W23,1,721,12,12,600,100,data/processed/days_md/2026-06-03.md,"это слышать и лучше бы им перестать.
На дорогу до работы и от нее я потратил где-то часа 4 или
немного больше. В дороге нормально заниматься не
получается, а на работе плохой инет. И вот как мне сегодня
нужно было к ds готовиться?

Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их
там намного больше. Думаю, завтра-послезавтра доотвечаю
Я дома просто овощи уже был: болит голова и прям нихрена
делать не хочется. И это ещё у меня простая работа.
Я хз короче, вроде чувствую какую-то слабость в себе, хот с
другой стороны понимаю, что в этом нет моей вины.
Здоровья, здоровья, здоровья и

ость в себе, хот с
другой стороны понимаю, что в этом нет моей вины.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"это слышать и лучше бы им перестать. На дорогу до работы и от нее я потратил где-то часа 4 или немного больше. В дороге нормально заниматься не получается, а на работе плохой инет. И вот как мне сегодня нужно было к ds готовиться? Но я всё равно ответил на 20 вопросов по claasic ml. Хотя их там намного больше. Думаю, завтра-послезавтра доотвечаю Я...",2,
Когда я обычно болею?,3,0.81351584,2026-06-03,2026-W23,0,600,12,12,600,100,data/processed/days_md/2026-06-03.md,"Как книга? Чувствую, история может скоро закончится...
Утром встал, поел и поехал таскать коробки.
По дороге организовывал свой др: создал группу,
познакомил всех и т.п.
На работе таскал коробки. Миша чего-то сильно душнил:
постоянно меня подначивал тем, что на стажировки не
прохожу и шутливо меня обижал. Я не до конца его понимаю.
Вот вроде он нормальный парень, а общаться как будто не
совсем умеет. Неужели незаметно, что мне неприятно.
Походу, надо сразу говорить таким людям, что мне
неприятно это слышать и лучше бы им перестать.
На дорогу до работы и от нее я потратил где-то часа 4 или
немн",k12_c600,"Как книга? Чувствую, история может скоро закончится... Утром встал, поел и поехал таскать коробки. По дороге организовывал свой др: создал группу, познакомил всех и т.п. На работе таскал коробки. Миша чего-то сильно душнил: постоянно меня подначивал тем, что на стажировки не прохожу и шутливо меня обижал. Я не до конца его понимаю. Вот вроде он нор...",0,
Когда я обычно болею?,4,0.8132658,2026-04-02,2026-W14,1,596,12,12,600,100,data/processed/days_md/2026-04-02.md,"10 лучше, но я снова загорелся этой историей.
Залипал в Ютубе, а потом пошел прогуляться - лучший
выбор, когда не самое хорошее настроение.
Дома снова сел за хакатон и страдал фигнёй. Снова начал
читать тсукихиме, хотя хотел уже забросить, но тут пошел
сильный сюжет.
Сходил на диспансеризацию - большой молодец.
А вечером зачем-то сказал маме о своих планах по учебе. Ну
вот зачем? Ей теперь грустно, а мне теперь прилетать будет,
если я буду мало стараться. Короче, ошибся. Не на таком мы
уровне доверия, чтобы она хоть как-то понимала меня.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"10 лучше, но я снова загорелся этой историей. Залипал в Ютубе, а потом пошел прогуляться - лучший выбор, когда не самое хорошее настроение. Дома снова сел за хакатон и страдал фигнёй. Снова начал читать тсукихиме, хотя хотел уже забросить, но тут пошел сильный сюжет. Сходил на диспансеризацию - большой молодец. А вечером зачем-то сказал маме о свои...",1,
Когда я обычно болею?,5,0.81298494,2026-06-04,2026-W23,2,933,12,12,600,100,data/processed/days_md/2026-06-04.md,"ома читал новеллу и обсудил с мамой свою жизнь. Она
снова начала гнать на меня за оценки в универе, а я не совсем
правильно ей объяснил свою позицию. Я немного повысил
голос, но потом взял себя в руки, подошёл к ней и попросил
меня выслушать.
В результате, она смягчилась, может, повлиял мой грустный
тон повествования, может, сама моя инициатива лучше
показала мне мою ситуацию. Но теперь всё вроде ок.
Хочу заметить важный, очень важный паттерн моего
организма: я часто думаю об интересном мне. Иногда у меня в

голове появляются важные, но скучные/страшные/
непонятные мысли. В большей части, я их

гда у меня в

голове появляются важные, но скучные/страшные/
непонятные мысли. В большей части, я их отталкиваю и
вместо них думаю о Европке, какой-то истории из манхвы
или о какой-нибудь плхабщине. Этот паттерн нужно
проанализировать, но я думаю, я так бегу от решения
проблем.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"ома читал новеллу и обсудил с мамой свою жизнь. Она снова начала гнать на меня за оценки в универе, а я не совсем правильно ей объяснил свою позицию. Я немного повысил голос, но потом взял себя в руки, подошёл к ней и попросил меня выслушать. В результате, она смягчилась, может, повлиял мой грустный тон повествования, может, сама моя инициатива луч...",0,
Когда я обычно болею?,6,0.81179833,2026-06-04,2026-W23,0,599,12,12,600,100,data/processed/days_md/2026-06-04.md,"а? Много крови. Мне даже неприятно стало в
моменте за Аоко. Сюжет идёт по интересному пути.
Утром встал в 9. Да, в этот раз без будильника. Мне
интересно, а почему я проснулся именно в 9, а не в 10 или 6.
Может, моему организму нужно больше отдыха? Но я и так
каждый день по 8-9 часов дрыхну. Странно это.
Потом немного позанимался своим проектом по ДС. Не
сказал бы, что через силу, скорее просто не особо хотелось
это делать.
Затем пошел в зал. Хорошо поработал, а уже дома сел за
Европку.
Я уже сам вижу, почему у меня нет мотивации: весь дофамин
я получаю от этой страной игры. Наверное, без неё",k12_c600,"а? Много крови. Мне даже неприятно стало в моменте за Аоко. Сюжет идёт по интересному пути. Утром встал в 9. Да, в этот раз без будильника. Мне интересно, а почему я проснулся именно в 9, а не в 10 или 6. Может, моему организму нужно больше отдыха? Но я и так каждый день по 8-9 часов дрыхну. Странно это. Потом немного позанимался своим проектом по...",1,
Когда я обычно болею?,7,0.8112112,2026-04-23,2026-W17,0,600,12,12,600,100,data/processed/days_md/2026-04-23.md,"му, что я забил
Как книга? Смак. Очень интересный том. Читал взахлёб.
Решения персонажей, из рост и падение - всё это мне
интересно.
Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил
дать себе возможность поспать по дольше. В итоге,
проснулся ещё раз в 9:14. Интересно, столько времени
требуется моему организму для восстановления сил или я
просто дрыз по приколу?
Поел, помылся и уже было собирался садиться за алгоритмы,
но задумался: я столько этой хуйнёй занимаюсь, а
результаты не совсем хорошие. Я ошибаюсь в задачах,
которые уже решал, думая над ними по полчаса. Может,
иногда это даж",k12_c600,"му, что я забил Как книга? Смак. Очень интересный том. Читал взахлёб. Решения персонажей, из рост и падение - всё это мне интересно. Утром встал помятый в 7. Вчера я уснул в 12, поэтому решил дать себе возможность поспать по дольше. В итоге, проснулся ещё раз в 9:14. Интересно, столько времени требуется моему организму для восстановления сил или я...",1,
Когда я обычно болею?,8,0.8089948,2026-05-01,2026-W18,0,764,12,12,600,100,data/processed/days_md/2026-05-01.md,"е наблюдений со стороны
других классов, меньше гг.
Утром встал в 7, потом решил дать себе поблажку из-за
стресса и проспал до 9.
Получил Царькову, позанимался спортом дома и на улице, а
потом зависал дома.
Делать ничего конкретного не хотелось: ведьмак немного
наскучил, ранобе тоже не так интересно, так что пошел
смотреть аниме.
Папе настроил трансляцию футбола, договорился с типами
про мит на завтра - должно быть весело.
Этот день получился не совсем полезным, но думаю, он был
необходим, я сейчас восстанавливают и без этого никуда.
Вечером поиграли с Ильёй в разные игры в Стиме - было

реальн

ас восстанавливают и без этого никуда.
Вечером поиграли с Ильёй в разные игры в Стиме - было

реально весело.
Здоровья, здоровья, здоровья и силы в момент выбора!",k12_c600,"е наблюдений со стороны других классов, меньше гг. Утром встал в 7, потом решил дать себе поблажку из-за стресса и проспал до 9. Получил Царькову, позанимался спортом дома и на улице, а потом зависал дома. Делать ничего конкретного не хотелось: ведьмак немного наскучил, ранобе тоже не так интересно, так что пошел смотреть аниме. Папе настроил транс...",1,
